04-21-2025 15:13:43 RAM 1557/6855MB (lfb 13x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,25%@1420,66%@1420,58%@1420,25%@1420,100%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 7331mW/7331mW VDD_CPU_GPU_CV 2371mW/2371mW VDD_SOC 1469mW/1469mW
04-21-2025 15:13:49 RAM 1717/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1418,8%@1419,100%@1419,8%@1418,0%@1421,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6134mW/6647mW VDD_CPU_GPU_CV 1594mW/1875mW VDD_SOC 1347mW/1403mW
04-21-2025 15:13:49 RAM 1718/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,16%@1419,100%@1420,0%@1420,0%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6639mW VDD_CPU_GPU_CV 1594mW/1870mW VDD_SOC 1388mW/1403mW
04-21-2025 15:13:49 RAM 1720/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,9%@1420,100%@1420,0%@1420,9%@1423,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6216mW/6632mW VDD_CPU_GPU_CV 1635mW/1866mW VDD_SOC 1388mW/1403mW
04-21-2025 15:13:49 RAM 1721/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,9%@1420,100%@1420,0%@1419,15%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6216mW/6625mW VDD_CPU_GPU_CV 1635mW/1862mW VDD_SOC 1388mW/1403mW
04-21-2025 15:13:50 RAM 1722/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,9%@1420,100%@1419,0%@1420,0%@1420,9%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6216mW/6618mW VDD_CPU_GPU_CV 1635mW/1859mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:50 RAM 1723/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,0%@1420,100%@1420,9%@1420,9%@1420,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6297mW/6613mW VDD_CPU_GPU_CV 1676mW/1856mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:50 RAM 1727/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,9%@1420,100%@1419,0%@1419,9%@1419,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6338mW/6608mW VDD_CPU_GPU_CV 1717mW/1854mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:50 RAM 1728/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1418,9%@1420,100%@1419,0%@1421,16%@1420,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6307mW/6604mW VDD_CPU_GPU_CV 1717mW/1851mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:50 RAM 1730/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,9%@1420,100%@1420,0%@1420,9%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6297mW/6599mW VDD_CPU_GPU_CV 1717mW/1849mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:50 RAM 1732/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1418,8%@1420,100%@1420,0%@1419,16%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6307mW/6595mW VDD_CPU_GPU_CV 1717mW/1847mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:50 RAM 1732/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,0%@1421,100%@1421,0%@1420,0%@1420,9%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6348mW/6591mW VDD_CPU_GPU_CV 1676mW/1845mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:50 RAM 1734/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1420,23%@1420,100%@1417,27%@1416,40%@1420,30%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6471mW/6589mW VDD_CPU_GPU_CV 1758mW/1843mW VDD_SOC 1429mW/1401mW
04-21-2025 15:13:50 RAM 1734/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [63%@1420,25%@1420,100%@1420,41%@1420,16%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6594mW/6589mW VDD_CPU_GPU_CV 1922mW/1845mW VDD_SOC 1429mW/1402mW
04-21-2025 15:13:51 RAM 1735/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [70%@1420,33%@1420,100%@1420,16%@1420,8%@1420,27%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40C PMIC@50C VDD_IN 6758mW/6592mW VDD_CPU_GPU_CV 2085mW/1848mW VDD_SOC 1429mW/1402mW
04-21-2025 15:13:51 RAM 1736/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,25%@1420,100%@1419,25%@1420,9%@1419,66%@1416] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6881mW/6596mW VDD_CPU_GPU_CV 2249mW/1854mW VDD_SOC 1429mW/1402mW
04-21-2025 15:13:51 RAM 1740/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,16%@1420,100%@1420,0%@1420,8%@1419,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@41C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6829mW/6599mW VDD_CPU_GPU_CV 2167mW/1858mW VDD_SOC 1429mW/1403mW
04-21-2025 15:13:51 RAM 1741/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,0%@1420,100%@1419,0%@1420,0%@1420,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6799mW/6602mW VDD_CPU_GPU_CV 2126mW/1862mW VDD_SOC 1388mW/1403mW
04-21-2025 15:13:51 RAM 1744/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,0%@1420,100%@1420,21%@1420,15%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6676mW/6603mW VDD_CPU_GPU_CV 2044mW/1864mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:51 RAM 1748/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,15%@1420,100%@1420,0%@1420,9%@1420,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6635mW/6603mW VDD_CPU_GPU_CV 2003mW/1866mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:51 RAM 1748/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,0%@1420,100%@1420,8%@1420,8%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6594mW/6603mW VDD_CPU_GPU_CV 1963mW/1867mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:51 RAM 1748/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,16%@1420,100%@1420,0%@1419,16%@1419,0%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6543mW/6602mW VDD_CPU_GPU_CV 1922mW/1868mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:52 RAM 1748/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,9%@1420,100%@1420,9%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6461mW/6600mW VDD_CPU_GPU_CV 1840mW/1868mW VDD_SOC 1388mW/1402mW
04-21-2025 15:13:52 RAM 1749/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,9%@1420,100%@1420,8%@1420,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6461mW/6599mW VDD_CPU_GPU_CV 1840mW/1867mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:52 RAM 1750/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1419,15%@1419,100%@1420,16%@1420,23%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6512mW/6597mW VDD_CPU_GPU_CV 1881mW/1867mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:52 RAM 1751/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1419,9%@1420,100%@1419,9%@1418,0%@1420,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6461mW/6596mW VDD_CPU_GPU_CV 1840mW/1867mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:52 RAM 1771/6855MB (lfb 7x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,0%@1420,100%@1420,0%@1420,16%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6430mW/6594mW VDD_CPU_GPU_CV 1840mW/1867mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:52 RAM 1763/6855MB (lfb 10x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,8%@1420,100%@1420,15%@1419,0%@1418,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6430mW/6592mW VDD_CPU_GPU_CV 1758mW/1865mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:52 RAM 1779/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,0%@1420,100%@1420,0%@1420,9%@1418,91%@1413] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6420mW/6590mW VDD_CPU_GPU_CV 1758mW/1864mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:52 RAM 1779/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [6%@1420,16%@1420,100%@1419,0%@1420,10%@1418,12%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6348mW/6587mW VDD_CPU_GPU_CV 1717mW/1862mW VDD_SOC 1388mW/1401mW
04-21-2025 15:13:53 RAM 1781/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [15%@1409,15%@1419,100%@1420,7%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6297mW/6583mW VDD_CPU_GPU_CV 1676mW/1860mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:53 RAM 1782/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,7%@1420,100%@1419,0%@1413,0%@1415,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6297mW/6580mW VDD_CPU_GPU_CV 1676mW/1858mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:53 RAM 1783/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,9%@1420,100%@1420,9%@1418,16%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6389mW/6578mW VDD_CPU_GPU_CV 1758mW/1857mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:53 RAM 1785/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1420,28%@1420,100%@1420,0%@1422,8%@1421,16%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6379mW/6576mW VDD_CPU_GPU_CV 1758mW/1856mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:53 RAM 1785/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,0%@1420,100%@1420,0%@1421,9%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6348mW/6573mW VDD_CPU_GPU_CV 1717mW/1854mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:53 RAM 1785/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,15%@1420,100%@1420,0%@1419,8%@1420,16%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6389mW/6571mW VDD_CPU_GPU_CV 1676mW/1852mW VDD_SOC 1429mW/1400mW
04-21-2025 15:13:53 RAM 1787/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,8%@1419,100%@1419,0%@1420,15%@1420,8%@1427] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6348mW/6569mW VDD_CPU_GPU_CV 1676mW/1850mW VDD_SOC 1429mW/1400mW
04-21-2025 15:13:53 RAM 1791/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,0%@1416,100%@1419,0%@1420,0%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6338mW/6566mW VDD_CPU_GPU_CV 1676mW/1849mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:53 RAM 1795/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,8%@1419,100%@1420,0%@1420,0%@1415,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6307mW/6564mW VDD_CPU_GPU_CV 1635mW/1846mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:54 RAM 1798/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,16%@1420,100%@1420,0%@1413,0%@1420,16%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6257mW/6560mW VDD_CPU_GPU_CV 1635mW/1844mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:54 RAM 1801/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1418,0%@1420,100%@1421,0%@1420,0%@1420,10%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6257mW/6557mW VDD_CPU_GPU_CV 1635mW/1842mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:54 RAM 1804/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1419,18%@1420,100%@1422,0%@1420,15%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6297mW/6554mW VDD_CPU_GPU_CV 1717mW/1841mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:54 RAM 1807/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,28%@1419,100%@1416,0%@1420,0%@1419,18%@1425] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6297mW/6552mW VDD_CPU_GPU_CV 1717mW/1839mW VDD_SOC 1388mW/1400mW
04-21-2025 15:13:54 RAM 1810/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,8%@1421,100%@1420,7%@1422,7%@1419,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6297mW/6549mW VDD_CPU_GPU_CV 1717mW/1838mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:54 RAM 1812/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1417,8%@1419,100%@1419,0%@1417,8%@1421,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6348mW/6547mW VDD_CPU_GPU_CV 1717mW/1837mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:54 RAM 1813/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,0%@1420,100%@1417,0%@1420,0%@1420,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6297mW/6545mW VDD_CPU_GPU_CV 1717mW/1836mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:54 RAM 1814/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,16%@1421,100%@1422,0%@1419,0%@1419,16%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6348mW/6543mW VDD_CPU_GPU_CV 1717mW/1834mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:55 RAM 1815/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,8%@1418,100%@1420,0%@1420,8%@1419,15%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6297mW/6540mW VDD_CPU_GPU_CV 1717mW/1833mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:55 RAM 1816/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1416,9%@1420,100%@1418,0%@1420,9%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6257mW/6538mW VDD_CPU_GPU_CV 1676mW/1832mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:55 RAM 1816/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,0%@1419,100%@1420,7%@1419,16%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6216mW/6535mW VDD_CPU_GPU_CV 1635mW/1830mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:55 RAM 1817/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,30%@1421,100%@1417,8%@1420,8%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6266mW/6532mW VDD_CPU_GPU_CV 1676mW/1828mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:55 RAM 1818/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,9%@1420,100%@1420,0%@1419,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6266mW/6530mW VDD_CPU_GPU_CV 1676mW/1827mW VDD_SOC 1388mW/1399mW
04-21-2025 15:13:55 RAM 1820/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,8%@1420,100%@1421,0%@1420,0%@1419,15%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6257mW/6527mW VDD_CPU_GPU_CV 1635mW/1825mW VDD_SOC 1388mW/1398mW
04-21-2025 15:13:55 RAM 1821/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,16%@1420,100%@1420,0%@1418,0%@1420,9%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40C PMIC@50C VDD_IN 6216mW/6524mW VDD_CPU_GPU_CV 1635mW/1823mW VDD_SOC 1388mW/1398mW
04-21-2025 15:13:55 RAM 1824/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,9%@1421,100%@1420,0%@1419,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6266mW/6522mW VDD_CPU_GPU_CV 1635mW/1822mW VDD_SOC 1388mW/1398mW
04-21-2025 15:13:55 RAM 1825/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,0%@1420,100%@1419,0%@1421,0%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6216mW/6519mW VDD_CPU_GPU_CV 1635mW/1820mW VDD_SOC 1388mW/1398mW
04-21-2025 15:13:56 RAM 1826/6855MB (lfb 3x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,23%@1415,100%@1420,0%@1420,9%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6257mW/6517mW VDD_CPU_GPU_CV 1676mW/1819mW VDD_SOC 1388mW/1398mW
